Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDF22,6.865,Low fat,0.056819936,Snack Foods,212.62,OUT035,2004,Tier 2,Supermarket Type1,2137.22
FDF22,6.865,Low fat,0.056945936,Snack Foods,214.62,OUT045,2002,Tier 2,Supermarket Type1,1923.5
FDF22,6.865,Low fat,0.09512291,Snack Foods,212.32,OUT010,1998,Tier 3,Grocery Store,427.44
FDF24,15.5,Regular,0.02524761,Baking Goods,81.99,OUT027,1985,Tier 3,Supermarket Type3,3439.52
FDF24,15.5,Regular,0.025409912,Baking Goods,83.29,OUT049,1999,Tier 1,Supermarket Type1,1883.55
FDF24,15.5,Low fat,0.025513973,Baking Goods,83.79,OUT017,2007,Tier 2,Supermarket Type1,1474.08
FDF24,15.5,Regular,0.02536567,Baking Goods,82.79,OUT035,2004,Tier 2,Supermarket Type1,1228.4
FDF24,15.5,Regular,0.025473816,Baking Goods,83.19,OUT018,2009,Tier 3,Supermarket Type2,1146.51
FDF24,15.5,Regular,0.042464962,Baking Goods,81.59,OUT010,1998,Tier 3,Grocery Store,327.57
FDF26,6.825,Regular,0.046408928,Canned,153.3,OUT027,1985,Tier 3,Supermarket Type3,3998.79
FDF26,6.825,Regular,0.046625941,Canned,155,OUT035,2004,Tier 2,Supermarket Type1,3076
FDF26,6.825,Regular,0.046824729,Canned,155.2,OUT018,2009,Tier 3,Supermarket Type2,2460.8
FDF26,6.825,Regular,0.046729336,Canned,153.5,OUT045,2002,Tier 2,Supermarket Type1,2153.2
FDF26,6.825,Regular,0.046898544,Canned,153.8,OUT017,2007,Tier 2,Supermarket Type1,922.8
FDF26,6.825,Regular,0.078057026,Canned,154.6,OUT010,1998,Tier 3,Grocery Store,153.8
FDF28,15.7,Regular,0.037681359,Frozen Foods,125.1,OUT027,1985,Tier 3,Supermarket Type3,3859.64
FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9,OUT017,2007,Tier 2,Supermarket Type1,1992.07
FDF28,15.7,Regular,0.037864721,Frozen Foods,124.1,OUT046,1997,Tier 1,Supermarket Type1,1120.54
FDF29,15.1,Regular,0.019917598,Frozen Foods,129.43,OUT013,1987,Tier 3,Supermarket Type1,3505.44
FDF29,15.1,Regular,0.019930418,Frozen Foods,131.53,OUT035,2004,Tier 2,Supermarket Type1,2856.28
FDF29,15.1,Regular,0.020015391,Frozen Foods,128.83,OUT018,2009,Tier 3,Supermarket Type2,1817.63
FDF29,15.1,Regular,0.019837655,Frozen Foods,128.13,OUT027,1985,Tier 3,Supermarket Type3,1687.8
FDF29,15.1,Regular,0.019965179,Frozen Foods,130.53,OUT049,1999,Tier 1,Supermarket Type1,908.82
FDF32,16.35,Low fat,0.068219025,Fruits and Vegetables,198.94,OUT045,2002,Tier 2,Supermarket Type1,3559.37
FDF32,16.35,Low fat,0.0680243,Fruits and Vegetables,196.44,OUT013,1987,Tier 3,Supermarket Type1,1977.43
FDF32,16.35,Low fat,0.066132029,Fruits and Vegetables,196.34,OUT018,2009,Tier 3,Supermarket Type2,1384.2
FDF32,16.35,Low fat,0.066132029,Fruits and Vegetables,198.54,OUT046,1997,Tier 1,Supermarket Type1,1384.2
FDF32,16.35,Low fat,0.113953562,Fruits and Vegetables,198.24,OUT010,1998,Tier 3,Grocery Store,790.97
FDF33,7.97,Low fat,0.021531416,Seafood,108.46,OUT035,2004,Tier 2,Supermarket Type1,3020.07
FDF33,7.97,Low fat,0.021579162,Seafood,105.96,OUT045,2002,Tier 2,Supermarket Type1,2049.33
FDF33,7.97,Low fat,0.021623214,Seafood,107.66,OUT018,2009,Tier 3,Supermarket Type2,1833.61
FDF33,7.97,Low fat,0.066132029,Seafood,109.46,OUT027,1985,Tier 3,Supermarket Type3,1833.61
FDF33,7.97,Low fat,0.036045991,Seafood,107.56,OUT010,1998,Tier 3,Grocery Store,431.44
FDF34,9.3,Regular,0.013951504,Snack Foods,199.91,OUT027,1985,Tier 3,Supermarket Type3,5753.84
FDF34,9.3,Regular,0.014047825,Snack Foods,196.51,OUT045,2002,Tier 2,Supermarket Type1,4364.98
FDF34,9.3,Regular,0.014098693,Snack Foods,197.71,OUT017,2007,Tier 2,Supermarket Type1,3372.94
FDF34,9.3,Regular,0.014076503,Snack Foods,200.01,OUT018,2009,Tier 3,Supermarket Type2,2182.49
FDF34,9.3,Regular,0.02346559,Snack Foods,197.61,OUT010,1998,Tier 3,Grocery Store,595.23
FDF34,9.3,Regular,0.01404119,Snack Foods,199.11,OUT049,1999,Tier 1,Supermarket Type1,396.82
FDF35,15,Low fat,0.154860353,Starchy Foods,106.19,OUT017,2007,Tier 2,Supermarket Type1,4073.36
FDF35,15,Low fat,0.153861181,Starchy Foods,108.59,OUT013,1987,Tier 3,Supermarket Type1,1393.52
FDF35,15,Low fat,0.153960209,Starchy Foods,105.99,OUT035,2004,Tier 2,Supermarket Type1,1179.13
FDF35,15,Low fat,0.154228739,Starchy Foods,107.39,OUT049,1999,Tier 1,Supermarket Type1,750.36
FDF35,15,Low fat,0.154301621,Starchy Foods,105.99,OUT045,2002,Tier 2,Supermarket Type1,428.78
FDF38,11.8,Regular,0.02633607,Canned,40.61,OUT013,1987,Tier 3,Supermarket Type1,406.14
FDF38,11.8,Regular,0.026358005,Canned,39.61,OUT046,1997,Tier 1,Supermarket Type1,365.52
FDF39,14.85,Regular,0.019495051,Dairy,261.29,OUT013,1987,Tier 3,Supermarket Type1,10256.65
FDF39,14.85,Regular,0.019511288,Dairy,262.59,OUT046,1997,Tier 1,Supermarket Type1,4996.83
FDF39,14.85,Regular,0.019550858,Dairy,263.79,OUT045,2002,Tier 2,Supermarket Type1,4207.86
FDF39,14.85,Regular,0.019590769,Dairy,261.59,OUT018,2009,Tier 3,Supermarket Type2,2366.92
FDF40,20.25,Regular,0.022403117,Dairy,250.91,OUT027,1985,Tier 3,Supermarket Type3,8217.3
FDF40,20.25,Regular,0.022507877,Dairy,248.11,OUT035,2004,Tier 2,Supermarket Type1,4731.17
FDF40,20.25,Regular,0.022639471,Dairy,248.41,OUT017,2007,Tier 2,Supermarket Type1,2241.08
FDF40,20.25,Regular,0.03941584,Dairy,247.81,OUT019,1985,Tier 1,Grocery Store,498.02
FDF41,12.15,Low fat,0.130544568,Frozen Foods,248.05,OUT027,1985,Tier 3,Supermarket Type3,7883.07
FDF41,12.15,Low fat,0.131445848,Frozen Foods,246.85,OUT045,2002,Tier 2,Supermarket Type1,6405
FDF41,12.15,Low fat,0.131714183,Frozen Foods,245.85,OUT018,2009,Tier 3,Supermarket Type2,4434.23
FDF41,12.15,Low fat,0.131179812,Frozen Foods,245.25,OUT046,1997,Tier 1,Supermarket Type1,3202.5
FDF41,12.15,Low fat,0.131383762,Frozen Foods,246.05,OUT049,1999,Tier 1,Supermarket Type1,1231.73
FDF41,12.15,Low fat,0.131921819,Frozen Foods,246.35,OUT017,2007,Tier 2,Supermarket Type1,739.04
FDF44,7.17,Regular,0.059438787,Fruits and Vegetables,131,OUT027,1985,Tier 3,Supermarket Type3,4828.38
FDF44,7.17,Regular,0.059820884,Fruits and Vegetables,130.4,OUT049,1999,Tier 1,Supermarket Type1,3523.41
FDF44,7.17,Regular,0.059849153,Fruits and Vegetables,129.5,OUT045,2002,Tier 2,Supermarket Type1,3392.92
FDF44,7.17,Regular,0.05997133,Fruits and Vegetables,132.2,OUT018,2009,Tier 3,Supermarket Type2,2870.93
FDF44,7.17,Regular,0.059716729,Fruits and Vegetables,131,OUT035,2004,Tier 2,Supermarket Type1,2348.94
FDF45,18.2,Regular,0.012223687,Fruits and Vegetables,57.19,OUT049,1999,Tier 1,Supermarket Type1,1640.53
FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.79,OUT013,1987,Tier 3,Supermarket Type1,1464.76
FDF45,18.2,Low fat,0.012229464,Fruits and Vegetables,56.89,OUT045,2002,Tier 2,Supermarket Type1,1406.17
FDF45,18.2,Regular,0.012273747,Fruits and Vegetables,60.09,OUT017,2007,Tier 2,Supermarket Type1,1113.22
FDF45,18.2,Regular,0.012254429,Fruits and Vegetables,59.99,OUT018,2009,Tier 3,Supermarket Type2,644.49
FDF46,7.07,Low fat,0.093217569,Snack Foods,116.78,OUT027,1985,Tier 3,Supermarket Type3,4952.89
FDF46,7.07,Low fat,0.093861144,Snack Foods,115.58,OUT045,2002,Tier 2,Supermarket Type1,1267.02
FDF46,7.07,Low fat,0.093653464,Snack Foods,113.38,OUT035,2004,Tier 2,Supermarket Type1,1267.02
FDF46,7.07,Low fat,0.094201018,Snack Foods,115.88,OUT017,2007,Tier 2,Supermarket Type1,1036.65
FDF46,7.07,Low fat,0.164006137,Snack Foods,113.28,OUT019,1985,Tier 1,Grocery Store,575.92
FDF47,20.85,Low fat,0.097770004,Starchy Foods,222.87,OUT049,1999,Tier 1,Supermarket Type1,3589.99
FDF47,20.85,Low fat,0.097536998,Starchy Foods,225.37,OUT013,1987,Tier 3,Supermarket Type1,3365.62
FDF47,20.85,Low fat,0.098170402,Starchy Foods,224.07,OUT017,2007,Tier 2,Supermarket Type1,2243.75
FDF47,20.85,Low fat,0.097618234,Starchy Foods,223.97,OUT046,1997,Tier 1,Supermarket Type1,897.5
FDF50,4.905,Low fat,0.116762173,Canned,198.98,OUT027,1985,Tier 3,Supermarket Type3,4729.84
FDF50,4.905,Low fat,0.1175683,Canned,197.68,OUT045,2002,Tier 2,Supermarket Type1,2956.15
FDF50,4.905,Low fat,0.117308165,Canned,195.78,OUT035,2004,Tier 2,Supermarket Type1,2956.15
FDF52,9.3,Low fat,0.066459891,Frozen Foods,184.23,OUT027,1985,Tier 3,Supermarket Type3,4560.73
FDF52,9.3,Low fat,0.066132029,Frozen Foods,182.93,OUT017,2007,Tier 2,Supermarket Type1,4013.44
FDF52,9.3,Low fat,0.066887123,Frozen Foods,183.93,OUT049,1999,Tier 1,Supermarket Type1,3283.73
FDF52,9.3,Low fat,0.066727717,Frozen Foods,181.63,OUT013,1987,Tier 3,Supermarket Type1,2371.58
FDF52,9.3,Low fat,0.066770664,Frozen Foods,180.53,OUT035,2004,Tier 2,Supermarket Type1,2189.15
FDF52,9.3,Low fat,0.066918731,Frozen Foods,184.23,OUT045,2002,Tier 2,Supermarket Type1,1641.86
FDF52,9.3,Low fat,0.067055339,Frozen Foods,184.23,OUT018,2009,Tier 3,Supermarket Type2,1277
FDF52,9.3,Low fat,0.116928924,Frozen Foods,183.33,OUT019,1985,Tier 1,Grocery Store,364.86
FDF52,9.3,Low fat,0.11178154,Frozen Foods,182.33,OUT010,1998,Tier 3,Grocery Store,182.43
FDF53,20.75,Regular,0.083536989,Frozen Foods,180.33,OUT013,1987,Tier 3,Supermarket Type1,4149.93
FDF53,20.75,Low fat,0.083606565,Frozen Foods,178.83,OUT046,1997,Tier 1,Supermarket Type1,3608.64
FDF53,20.75,Regular,0.083736551,Frozen Foods,178.73,OUT049,1999,Tier 1,Supermarket Type1,3428.2
FDF53,20.75,Regular,0.083590755,Frozen Foods,182.23,OUT035,2004,Tier 2,Supermarket Type1,3067.34
FDF56,16.7,Regular,0.118883724,Fruits and Vegetables,180.4,OUT027,1985,Tier 3,Supermarket Type3,7425
FDF56,16.7,Regular,0.119704498,Fruits and Vegetables,182,OUT045,2002,Tier 2,Supermarket Type1,5432.93
FDF56,16.7,Regular,0.119647957,Fruits and Vegetables,181,OUT049,1999,Tier 1,Supermarket Type1,4165.24
FDF56,16.7,Regular,0.119362812,Fruits and Vegetables,180.4,OUT013,1987,Tier 3,Supermarket Type1,3078.66
FDF56,16.7,Regular,0.120137953,Fruits and Vegetables,181.3,OUT017,2007,Tier 2,Supermarket Type1,3078.66
FDF56,16.7,Regular,0.119462225,Fruits and Vegetables,182.8,OUT046,1997,Tier 1,Supermarket Type1,1810.98
FDF56,16.7,Low fat,0.199955274,Fruits and Vegetables,182.4,OUT010,1998,Tier 3,Grocery Store,724.39
FDF56,16.7,Regular,0.119439636,Fruits and Vegetables,182.2,OUT035,2004,Tier 2,Supermarket Type1,724.39
FDF56,16.7,Regular,0.209162936,Fruits and Vegetables,179.2,OUT019,1985,Tier 1,Grocery Store,543.29
FDF57,14.5,Regular,0.058542509,Fruits and Vegetables,168.64,OUT027,1985,Tier 3,Supermarket Type3,3408.9
FDF57,14.5,Regular,0.058918844,Fruits and Vegetables,169.74,OUT049,1999,Tier 1,Supermarket Type1,3238.45
FDF57,14.5,Regular,0.058827383,Fruits and Vegetables,172.24,OUT046,1997,Tier 1,Supermarket Type1,2897.56
FDF57,14.5,Regular,0.058946687,Fruits and Vegetables,168.64,OUT045,2002,Tier 2,Supermarket Type1,2897.56
FDF57,14.5,Low fat,0.059160135,Fruits and Vegetables,170.74,OUT017,2007,Tier 2,Supermarket Type1,2045.34
FDF57,14.5,Regular,0.066132029,Fruits and Vegetables,169.64,OUT035,2004,Tier 2,Supermarket Type1,2045.34
FDF57,14.5,Regular,0.102999154,Fruits and Vegetables,169.94,OUT019,1985,Tier 1,Grocery Store,170.44
FDF58,13.3,Low fat,0.009581155,Snack Foods,64.95,OUT046,1997,Tier 1,Supermarket Type1,1644.53
FDF58,13.3,Low fat,0.009534758,Snack Foods,64.55,OUT027,1985,Tier 3,Supermarket Type3,1201.77
FDF58,13.3,Low fat,0.066132029,Snack Foods,62.15,OUT010,1998,Tier 3,Grocery Store,63.25
FDF59,12.5,Low fat,0.071354774,Starchy Foods,125.7,OUT049,1999,Tier 1,Supermarket Type1,2530.04
FDF59,12.5,Low fat,0.071534226,Starchy Foods,124.9,OUT018,2009,Tier 3,Supermarket Type2,1771.03
FDF59,12.5,Low fat,0.071230537,Starchy Foods,128.1,OUT035,2004,Tier 2,Supermarket Type1,885.51
FDF59,12.5,Low fat,0.066132029,Starchy Foods,127.1,OUT017,2007,Tier 2,Supermarket Type1,253
FDG02,7.855,Low fat,0.011206632,Canned,191.42,OUT027,1985,Tier 3,Supermarket Type3,3998.79
FDG02,7.855,Low fat,0.011324862,Canned,189.62,OUT017,2007,Tier 2,Supermarket Type1,2285.03
FDG02,7.855,Low fat,0.011261165,Canned,189.52,OUT046,1997,Tier 1,Supermarket Type1,1904.19
FDG02,7.855,Low fat,0.011307038,Canned,188.52,OUT018,2009,Tier 3,Supermarket Type2,952.09
FDG02,7.855,Low fat,0.019716846,Canned,191.92,OUT019,1985,Tier 1,Grocery Store,571.26
FDG04,13.1,Low fat,0.006061565,Frozen Foods,188.99,OUT035,2004,Tier 2,Supermarket Type1,4303.07
FDG04,13.1,Low fat,0.006075007,Frozen Foods,187.59,OUT045,2002,Tier 2,Supermarket Type1,2432.17
FDG04,13.1,Low fat,0.006087409,Frozen Foods,185.09,OUT018,2009,Tier 3,Supermarket Type2,1870.9
FDG04,13.1,Low fat,0.010615026,Frozen Foods,185.19,OUT019,1985,Tier 1,Grocery Store,374.18
FDG05,11,Regular,0.087847141,Frozen Foods,156.86,OUT046,1997,Tier 1,Supermarket Type1,2972.8
FDG05,11,Regular,0.087421738,Frozen Foods,154.46,OUT027,1985,Tier 3,Supermarket Type3,2972.8
FDG05,11,Regular,0.088025298,Frozen Foods,158.06,OUT045,2002,Tier 2,Supermarket Type1,2659.87
FDG05,11,Regular,0.066132029,Frozen Foods,155.26,OUT049,1999,Tier 1,Supermarket Type1,625.85
FDG08,13.15,Regular,0.165221717,Fruits and Vegetables,172.08,OUT013,1987,Tier 3,Supermarket Type1,4466.19
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.88,OUT045,2002,Tier 2,Supermarket Type1,3779.08
FDG08,13.15,Regular,0.165328057,Fruits and Vegetables,170.68,OUT035,2004,Tier 2,Supermarket Type1,3435.53
FDG08,13.15,Regular,0.066132029,Fruits and Vegetables,171.98,OUT017,2007,Tier 2,Supermarket Type1,2404.87
FDG08,13.15,Regular,0.166032929,Fruits and Vegetables,170.88,OUT018,2009,Tier 3,Supermarket Type2,2233.09
FDG08,13.15,Regular,0.165616415,Fruits and Vegetables,172.68,OUT049,1999,Tier 1,Supermarket Type1,2061.32
FDG08,13.15,Regular,0.289522833,Fruits and Vegetables,172.08,OUT019,1985,Tier 1,Grocery Store,171.78
FDG09,20.6,Regular,0.048131556,Fruits and Vegetables,187.16,OUT018,2009,Tier 3,Supermarket Type2,4693.89
FDG09,20.6,Regular,0.047704151,Fruits and Vegetables,187.26,OUT027,1985,Tier 3,Supermarket Type3,4506.13
FDG09,20.6,Regular,0.04792722,Fruits and Vegetables,185.96,OUT035,2004,Tier 2,Supermarket Type1,4318.38
FDG09,20.6,Regular,0.047936284,Fruits and Vegetables,185.76,OUT046,1997,Tier 1,Supermarket Type1,3942.87
FDG09,20.6,Regular,0.0480335,Fruits and Vegetables,188.26,OUT045,2002,Tier 2,Supermarket Type1,3755.11
FDG09,20.6,Regular,0.048010812,Fruits and Vegetables,187.76,OUT049,1999,Tier 1,Supermarket Type1,3004.09
FDG09,20.6,Regular,0.048207431,Fruits and Vegetables,188.06,OUT017,2007,Tier 2,Supermarket Type1,2065.31
FDG09,20.6,Regular,0.047896393,Fruits and Vegetables,185.86,OUT013,1987,Tier 3,Supermarket Type1,1689.8
FDG09,20.6,Regular,0.080235512,Fruits and Vegetables,188.96,OUT010,1998,Tier 3,Grocery Store,563.27
FDG10,6.63,Regular,0.010937229,Snack Foods,55.86,OUT035,2004,Tier 2,Supermarket Type1,801.62
FDG10,6.63,Regular,0.010886324,Snack Foods,57.26,OUT027,1985,Tier 3,Supermarket Type3,801.62
FDG10,6.63,Regular,0.019153299,Snack Foods,57.66,OUT019,1985,Tier 1,Grocery Store,400.81
FDG10,6.63,Regular,0.010961483,Snack Foods,58.26,OUT045,2002,Tier 2,Supermarket Type1,343.55
FDG10,6.63,Regular,0.01098386,Snack Foods,55.46,OUT018,2009,Tier 3,Supermarket Type2,343.55
FDG10,6.63,Regular,0.018310142,Snack Foods,57.76,OUT010,1998,Tier 3,Grocery Store,57.26
FDG12,6.635,Regular,0.006295472,Baking Goods,122.41,OUT027,1985,Tier 3,Supermarket Type3,3735.8
FDG12,6.635,Regular,0.00636189,Baking Goods,121.11,OUT017,2007,Tier 2,Supermarket Type1,2651.22
FDG12,6.635,Regular,0.066132029,Baking Goods,121.31,OUT045,2002,Tier 2,Supermarket Type1,2530.71
FDG12,6.635,Regular,0.006335942,Baking Goods,121.81,OUT049,1999,Tier 1,Supermarket Type1,2048.67
FDG12,6.635,Regular,0.006351876,Baking Goods,120.31,OUT018,2009,Tier 3,Supermarket Type2,1446.12
FDG12,6.635,Regular,0.066132029,Baking Goods,121.31,OUT019,1985,Tier 1,Grocery Store,120.51
FDG14,9,Regular,0.050256161,Canned,150.9,OUT027,1985,Tier 3,Supermarket Type3,4857.68
FDG14,9,Low fat,0.05060313,Canned,150.9,OUT045,2002,Tier 2,Supermarket Type1,4402.27
FDG14,9,Regular,0.050786366,Canned,152.2,OUT017,2007,Tier 2,Supermarket Type1,3643.26
FDG16,15.25,Low fat,0.089816808,Frozen Foods,217.32,OUT046,1997,Tier 1,Supermarket Type1,5608.7
FDG16,15.25,Low fat,0.090324849,Frozen Foods,214.42,OUT017,2007,Tier 2,Supermarket Type1,4961.54
FDG16,15.25,Low fat,0.08995645,Frozen Foods,217.12,OUT049,1999,Tier 1,Supermarket Type1,3235.79
FDG16,15.25,Low fat,0.089998959,Frozen Foods,215.12,OUT045,2002,Tier 2,Supermarket Type1,2157.19
FDG16,15.25,Low fat,0.089742065,Frozen Foods,213.72,OUT013,1987,Tier 3,Supermarket Type1,1078.6
FDG16,15.25,Low fat,0.157257637,Frozen Foods,215.02,OUT019,1985,Tier 1,Grocery Store,1078.6
FDG17,6.865,Regular,0.035666655,Frozen Foods,246.25,OUT027,1985,Tier 3,Supermarket Type3,8063.5
FDG17,6.865,Regular,0.035895934,Frozen Foods,244.45,OUT049,1999,Tier 1,Supermarket Type1,6353.06
FDG17,6.865,Regular,0.036042939,Frozen Foods,244.45,OUT017,2007,Tier 2,Supermarket Type1,4153.93
FDG17,6.865,Regular,0.03598621,Frozen Foods,244.15,OUT018,2009,Tier 3,Supermarket Type2,2687.83
FDG20,15.5,Regular,0.12639886,Fruits and Vegetables,177,OUT017,2007,Tier 2,Supermarket Type1,2479.44
FDG20,15.5,Regular,0.125687917,Fruits and Vegetables,178.2,OUT046,1997,Tier 1,Supermarket Type1,1416.82
FDG20,15.5,Regular,0.125942816,Fruits and Vegetables,176,OUT045,2002,Tier 2,Supermarket Type1,1239.72
FDG20,15.5,Regular,0.126199917,Fruits and Vegetables,178.4,OUT018,2009,Tier 3,Supermarket Type2,1239.72
FDG20,15.5,Regular,0.210375806,Fruits and Vegetables,178.2,OUT010,1998,Tier 3,Grocery Store,177.1
FDG21,17.35,Regular,0.066132029,Seafood,150.21,OUT045,2002,Tier 2,Supermarket Type1,5992.2
FDG21,17.35,Regular,0.146299902,Seafood,150.41,OUT046,1997,Tier 1,Supermarket Type1,3894.93
FDG21,17.35,Regular,0.146895866,Seafood,149.61,OUT018,2009,Tier 3,Supermarket Type2,3745.13
FDG21,17.35,Regular,0.146527359,Seafood,147.91,OUT049,1999,Tier 1,Supermarket Type1,2247.08
FDG21,17.35,Regular,0.145591438,Seafood,148.71,OUT027,1985,Tier 3,Supermarket Type3,1797.66
FDG21,17.35,Regular,0.256152243,Seafood,151.01,OUT019,1985,Tier 1,Grocery Store,149.81
FDG22,17.6,Regular,0.041180766,Snack Foods,37.92,OUT027,1985,Tier 3,Supermarket Type3,769
FDG22,17.6,Regular,0.041373331,Snack Foods,38.12,OUT035,2004,Tier 2,Supermarket Type1,732.38
FDG22,17.6,Regular,0.041381156,Snack Foods,35.02,OUT046,1997,Tier 1,Supermarket Type1,659.14
FDG22,17.6,Regular,0.041615224,Snack Foods,37.22,OUT017,2007,Tier 2,Supermarket Type1,366.19
FDG24,7.975,Low fat,0.014660821,Baking Goods,85.13,OUT045,2002,Tier 2,Supermarket Type1,2663.2
FDG24,7.975,Low fat,0.014713909,Baking Goods,83.13,OUT017,2007,Tier 2,Supermarket Type1,2579.98
FDG24,7.975,Low fat,0.01469075,Baking Goods,84.73,OUT018,2009,Tier 3,Supermarket Type2,1747.73
FDG24,7.975,Low fat,0.014628382,Baking Goods,82.33,OUT035,2004,Tier 2,Supermarket Type1,1331.6
FDG24,7.975,Low fat,0.014560297,Baking Goods,81.43,OUT027,1985,Tier 3,Supermarket Type3,1331.6
FDG24,7.975,Low fat,0.014618973,Baking Goods,85.23,OUT013,1987,Tier 3,Supermarket Type1,1081.93
FDG24,7.975,Low fat,0.014653896,Baking Goods,82.43,OUT049,1999,Tier 1,Supermarket Type1,749.03
FDG24,7.975,Low fat,0.014631149,Baking Goods,84.53,OUT046,1997,Tier 1,Supermarket Type1,416.13
FDG26,18.85,Low fat,0.042641788,Canned,257.83,OUT035,2004,Tier 2,Supermarket Type1,5382.99
FDG26,18.85,Low fat,0.042891098,Canned,257.63,OUT017,2007,Tier 2,Supermarket Type1,5382.99
FDG26,18.85,Low fat,0.042736348,Canned,255.93,OUT045,2002,Tier 2,Supermarket Type1,3845
FDG26,18.85,Low fat,0.042716162,Canned,257.83,OUT049,1999,Tier 1,Supermarket Type1,3332.33
FDG26,18.85,Low fat,0.04282359,Canned,254.43,OUT018,2009,Tier 3,Supermarket Type2,2050.66
FDG26,18.85,Low fat,0.042614361,Canned,255.33,OUT013,1987,Tier 3,Supermarket Type1,1794.33
FDG28,9.285,Regular,0.049280292,Frozen Foods,245.61,OUT046,1997,Tier 1,Supermarket Type1,3920.23
FDG28,9.285,Regular,0.049559042,Frozen Foods,246.41,OUT017,2007,Tier 2,Supermarket Type1,1225.07
FDG29,17.6,Low fat,0.056245075,Frozen Foods,43.35,OUT013,1987,Tier 3,Supermarket Type1,1006.69
FDG29,17.6,Low fat,0.056281276,Frozen Foods,40.35,OUT035,2004,Tier 2,Supermarket Type1,796.96
FDG29,17.6,Low fat,0.05629192,Frozen Foods,42.55,OUT046,1997,Tier 1,Supermarket Type1,419.45
FDG29,17.6,Low fat,0.056019324,Frozen Foods,40.05,OUT027,1985,Tier 3,Supermarket Type3,419.45
FDG29,17.6,Low fat,0.056379439,Frozen Foods,42.75,OUT049,1999,Tier 1,Supermarket Type1,293.62
FDG29,17.6,Low fat,0.05661033,Frozen Foods,41.75,OUT017,2007,Tier 2,Supermarket Type1,209.73
FDG31,12.15,Low fat,0.037712875,Meat,64.48,OUT027,1985,Tier 3,Supermarket Type3,2518.72
FDG31,12.15,Low fat,0.037889224,Meat,64.78,OUT035,2004,Tier 2,Supermarket Type1,904.16
FDG31,12.15,Low fat,0.037955309,Meat,62.88,OUT049,1999,Tier 1,Supermarket Type1,710.41
FDG31,12.15,Low fat,0.037864854,Meat,63.08,OUT013,1987,Tier 3,Supermarket Type1,322.91
FDG31,12.15,Low fat,0.063430788,Meat,65.48,OUT010,1998,Tier 3,Grocery Store,258.33
FDG31,12.15,Low fat,0.066351687,Meat,65.08,OUT019,1985,Tier 1,Grocery Store,193.75
FDG32,19.85,Low fat,0.17514326,Fruits and Vegetables,222.38,OUT027,1985,Tier 3,Supermarket Type3,9562.22
FDG32,19.85,Low fat,0.17635245,Fruits and Vegetables,220.88,OUT045,2002,Tier 2,Supermarket Type1,4225.17
FDG32,19.85,Low fat,0.176991029,Fruits and Vegetables,221.58,OUT017,2007,Tier 2,Supermarket Type1,3558.04
FDG32,19.85,Low fat,0.175849067,Fruits and Vegetables,222.08,OUT013,1987,Tier 3,Supermarket Type1,2001.39
FDG32,19.85,Low fat,0.175962247,Fruits and Vegetables,223.08,OUT035,2004,Tier 2,Supermarket Type1,1779.02
FDG32,19.85,Low fat,0.175995526,Fruits and Vegetables,224.08,OUT046,1997,Tier 1,Supermarket Type1,1556.64
FDG32,19.85,Low fat,0.308145448,Fruits and Vegetables,222.08,OUT019,1985,Tier 1,Grocery Store,889.51
FDG33,5.365,Regular,0.140213762,Seafood,173.78,OUT035,2004,Tier 2,Supermarket Type1,4637.96
FDG33,5.365,Regular,0.13956116,Seafood,170.48,OUT027,1985,Tier 3,Supermarket Type3,3435.53
FDG33,5.365,Regular,0.140458316,Seafood,169.78,OUT049,1999,Tier 1,Supermarket Type1,3263.75
FDG33,5.365,Regular,0.14024028,Seafood,171.08,OUT046,1997,Tier 1,Supermarket Type1,3263.75
FDG33,5.365,Regular,0.140123575,Seafood,172.08,OUT013,1987,Tier 3,Supermarket Type1,2748.42
FDG33,5.365,Regular,0.140524691,Seafood,172.78,OUT045,2002,Tier 2,Supermarket Type1,2233.09
FDG33,5.365,Regular,0.140811559,Seafood,173.58,OUT018,2009,Tier 3,Supermarket Type2,2061.32
FDG33,5.365,Regular,0.141033536,Seafood,173.68,OUT017,2007,Tier 2,Supermarket Type1,858.88
